Airport_A,Airport_B,Count,Month,A_IATA,A_Name,A_City,A_State,A_Country,A_Elevation,A_Lat,A_Lon,A_TZ,B_IATA,B_Name,B_City,B_State,B_Country,B_Elevation,B_Lat,B_Lon,B_TZ
EGCC,LEBL,189,2025-01,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid
EGSS,LEBL,246,2025-01,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid
EGCC,EGSS,31,2025-01,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London
EGSS,LPPT,187,2025-01,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
OMAA,VHHH,120,2025-01,AUH,Abu Dhabi International Airport,Abu Dhabi,Abu-Dhabi,AE,88,24.4330005646,54.6511001587,Asia/Dubai,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
OMAA,OMDB,831,2025-01,AUH,Abu Dhabi International Airport,Abu Dhabi,Abu-Dhabi,AE,88,24.4330005646,54.6511001587,Asia/Dubai,DXB,Dubai International Airport,Dubai,Dubai,AE,34,25.2527999878,55.3643989563,Asia/Dubai
RKSI,ZBAA,318,2025-01,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
EDDF,EGSS,17,2025-01,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London
EDDF,ZBAA,364,2025-01,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
RKSI,VHHH,1551,2025-01,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
LIRF,RKSI,39,2025-01,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
KBFI,RKSI,122,2025-01,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.5299987793,-122.3020019531,America/Los_Angeles,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
RKSI,WSSS,450,2025-01,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
RJAA,RKSI,1933,2025-01,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
KBFI,RJAA,48,2025-01,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.5299987793,-122.3020019531,America/Los_Angeles,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
KBFI,RJBB,70,2025-01,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.5299987793,-122.3020019531,America/Los_Angeles,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo
PHNL,RKSI,114,2025-01,HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.3187007904,-157.9219970703,Pacific/Honolulu,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
LIRF,ZBAA,87,2025-01,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
LTBA,ZBAA,44,2025-01,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
LTBA,RKSI,13,2025-01,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
RKSI,VTBS,911,2025-01,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
RJAA,RJBB,2665,2025-01,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo
RJBB,RJBB,677,2025-01,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo
RKSI,ROAH,1136,2025-01,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,OKA,Naha Airport,Naha,Okinawa,JP,12,26.1958007812,127.646003723,Asia/Tokyo
RJBB,RKSI,1134,2025-01,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
RKSI,YSSY,215,2025-01,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU,21,-33.9460983276,151.1770019531,Australia/Sydney
RCTP,RKSI,640,2025-01,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
VOBL,VTBS,157,2025-01,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
KFLL,KJFK,697,2025-01,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York
WMKK,WSSS,1424,2025-01,KUL,Kuala Lumpur International Airport,Kuala Lumpur,,MY,69,2.745579958,101.7099990845,Asia/Kuala_Lumpur,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
VTBD,WMKK,1057,2025-01,DMK,Don Mueang International Airport,Bangkok,Bangkok,TH,9,13.9125995636,100.6070022583,Asia/Bangkok,KUL,Kuala Lumpur International Airport,Kuala Lumpur,,MY,69,2.745579958,101.7099990845,Asia/Kuala_Lumpur
VHHH,WMKK,1646,2025-01,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,KUL,Kuala Lumpur International Airport,Kuala Lumpur,,MY,69,2.745579958,101.7099990845,Asia/Kuala_Lumpur
VOBL,WMKK,210,2025-01,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata,KUL,Kuala Lumpur International Airport,Kuala Lumpur,,MY,69,2.745579958,101.7099990845,Asia/Kuala_Lumpur
WMKK,YPPH,371,2025-01,KUL,Kuala Lumpur International Airport,Kuala Lumpur,,MY,69,2.745579958,101.7099990845,Asia/Kuala_Lumpur,PER,Perth International Airport,Perth,Western Australia,AU,67,-31.9402999878,115.9670028687,Australia/Perth
VHHH,VTBS,1807,2025-01,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
VHHH,VHHH,4668,2025-01,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
VHHH,YSSY,683,2025-01,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU,21,-33.9460983276,151.1770019531,Australia/Sydney
RKSI,RKSI,195,2025-01,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
VHHH,WSSS,1594,2025-01,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
LFPG,ZBAA,117,2025-01,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
LFPB,ZBAA,148,2025-01,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
EGLL,ZBAA,221,2025-01,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
KHHR,RJBB,359,2025-01,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo
CYYZ,ZBAA,23,2025-01,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
RCTP,VHHH,2346,2025-01,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
RJBB,VHHH,493,2025-01,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
EGSS,ZBAA,9,2025-01,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
EHAM,ZBAA,174,2025-01,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
KBFI,KORD,537,2025-01,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.5299987793,-122.3020019531,America/Los_Angeles,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago
YPAD,YPAD,3460,2025-01,ADL,Adelaide International Airport,Adelaide,South Australia,AU,20,-34.9449996948,138.5310058594,Australia/Adelaide,ADL,Adelaide International Airport,Adelaide,South Australia,AU,20,-34.9449996948,138.5310058594,Australia/Adelaide
YBBN,YBBN,641,2025-01,BNE,Brisbane International Airport,Brisbane,Queensland,AU,13,-27.3841991425,153.1170043945,Australia/Brisbane,BNE,Brisbane International Airport,Brisbane,Queensland,AU,13,-27.3841991425,153.1170043945,Australia/Brisbane
YMEN,YSSY,1515,2025-01,MEB,Melbourne Essendon Airport,,Victoria,AU,282,-37.728099823,144.9019927979,Australia/Melbourne,SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU,21,-33.9460983276,151.1770019531,Australia/Sydney
NZAA,YSSY,927,2025-01,AKL,Auckland International Airport,Auckland,Auckland,NZ,23,-37.0080986023,174.7920074463,Pacific/Auckland,SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU,21,-33.9460983276,151.1770019531,Australia/Sydney
YBBN,YSSY,2318,2025-01,BNE,Brisbane International Airport,Brisbane,Queensland,AU,13,-27.3841991425,153.1170043945,Australia/Brisbane,SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU,21,-33.9460983276,151.1770019531,Australia/Sydney
YPAD,YSSY,1086,2025-01,ADL,Adelaide International Airport,Adelaide,South Australia,AU,20,-34.9449996948,138.5310058594,Australia/Adelaide,SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU,21,-33.9460983276,151.1770019531,Australia/Sydney
YPPH,YSSY,949,2025-01,PER,Perth International Airport,Perth,Western Australia,AU,67,-31.9402999878,115.9670028687,Australia/Perth,SYD,Sydney Kingsford Smith International Airport,Sydney,New South Wales,AU,21,-33.9460983276,151.1770019531,Australia/Sydney
YPAD,YPPH,408,2025-01,ADL,Adelaide International Airport,Adelaide,South Australia,AU,20,-34.9449996948,138.5310058594,Australia/Adelaide,PER,Perth International Airport,Perth,Western Australia,AU,67,-31.9402999878,115.9670028687,Australia/Perth
NZAA,YMEN,291,2025-01,AKL,Auckland International Airport,Auckland,Auckland,NZ,23,-37.0080986023,174.7920074463,Pacific/Auckland,MEB,Melbourne Essendon Airport,,Victoria,AU,282,-37.728099823,144.9019927979,Australia/Melbourne
NZAA,YBBN,441,2025-01,AKL,Auckland International Airport,Auckland,Auckland,NZ,23,-37.0080986023,174.7920074463,Pacific/Auckland,BNE,Brisbane International Airport,Brisbane,Queensland,AU,13,-27.3841991425,153.1170043945,Australia/Brisbane
YMEN,YPAD,566,2025-01,MEB,Melbourne Essendon Airport,,Victoria,AU,282,-37.728099823,144.9019927979,Australia/Melbourne,ADL,Adelaide International Airport,Adelaide,South Australia,AU,20,-34.9449996948,138.5310058594,Australia/Adelaide
VOBL,VOHS,1639,2025-01,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata,HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN,2024,17.2313175201,78.4298553467,Asia/Kolkata
OMDB,VOHS,328,2025-01,DXB,Dubai International Airport,Dubai,Dubai,AE,34,25.2527999878,55.3643989563,Asia/Dubai,HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN,2024,17.2313175201,78.4298553467,Asia/Kolkata
VOHS,VTBS,123,2025-01,HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN,2024,17.2313175201,78.4298553467,Asia/Kolkata,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
RJAA,RJTT,198,2025-01,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo
RJTT,RJTT,1224,2025-01,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo
RJBB,ROAH,865,2025-01,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,OKA,Naha Airport,Naha,Okinawa,JP,12,26.1958007812,127.646003723,Asia/Tokyo
RCTP,RJAA,1357,2025-01,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
RJAA,ROAH,721,2025-01,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,OKA,Naha Airport,Naha,Okinawa,JP,12,26.1958007812,127.646003723,Asia/Tokyo
RCTP,RJBB,559,2025-01,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo
RJTT,ROAH,2906,2025-01,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,OKA,Naha Airport,Naha,Okinawa,JP,12,26.1958007812,127.646003723,Asia/Tokyo
RJBB,RJTT,8024,2025-01,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo
ROAH,ROAH,1103,2025-01,OKA,Naha Airport,Naha,Okinawa,JP,12,26.1958007812,127.646003723,Asia/Tokyo,OKA,Naha Airport,Naha,Okinawa,JP,12,26.1958007812,127.646003723,Asia/Tokyo
EDDF,RJTT,80,2025-01,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo
KIAH,RJTT,41,2025-01,IAH,George Bush Intercontinental Houston Airport,Houston,Texas,US,97,29.9843997955,-95.3414001465,America/Chicago,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo
RJTT,ZBAA,287,2025-01,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
LOWW,RJTT,14,2025-01,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo
EDDM,RJTT,53,2025-01,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo
LOWW,RCTP,32,2025-01,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei
RCTP,VTBS,784,2025-01,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
EHAM,RCTP,34,2025-01,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei
KHHR,RCTP,409,2025-01,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei
KBFI,RCTP,129,2025-01,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.5299987793,-122.3020019531,America/Los_Angeles,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei
EGLL,RCTP,23,2025-01,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei
EGLL,VHHH,193,2025-01,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
EDDF,RCTP,47,2025-01,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei
RCTP,WSSS,438,2025-01,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
RCTP,YBBN,56,2025-01,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,BNE,Brisbane International Airport,Brisbane,Queensland,AU,13,-27.3841991425,153.1170043945,Australia/Brisbane
KDFW,KLGA,1030,2025-01,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,LGA,La Guardia Airport,New York,New York,US,21,40.77719879,-73.87259674,America/New_York
KDFW,KJFK,289,2025-01,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York
KJFK,KMSP,223,2025-01,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,841,44.8819999695,-93.2218017578,America/Chicago
KAUS,KMSP,228,2025-01,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,841,44.8819999695,-93.2218017578,America/Chicago
