Airport_A,Airport_B,Count,Month,A_IATA,A_Name,A_City,A_State,A_Country,A_Elevation,A_Lat,A_Lon,A_TZ,B_IATA,B_Name,B_City,B_State,B_Country,B_Elevation,B_Lat,B_Lon,B_TZ
KBWI,KPHX,246,2025-03,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
KMDW,KSFO,66,2025-03,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KHND,KMDW,259,2025-03,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago
KBNA,KTPA,429,2025-03,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KHOU,KSNA,26,2025-03,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago,SNA,John Wayne Airport-Orange County Airport,Santa Ana,California,US,56,33.67570114,-117.8679962,America/Los_Angeles
KHOU,KLAS,184,2025-03,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
KDEN,KMDW,350,2025-03,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago
KBWI,KSLC,86,2025-03,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,4227,40.7883987427,-111.9779968262,America/Denver
KBTF,KDAL,127,2025-03,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.8694000244,-111.927001953,America/Denver,DAL,Dallas Love Field,Dallas,Texas,US,487,32.8470993042,-96.8517990112,America/Chicago
KIND,KNZY,80,2025-03,IND,Indianapolis International Airport,Indianapolis,Indiana,US,797,39.717300415,-86.2944030762,America/Indiana/Indianapolis,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles
KDAL,KORD,196,2025-03,DAL,Dallas Love Field,Dallas,Texas,US,487,32.8470993042,-96.8517990112,America/Chicago,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago
KBNA,KHND,180,2025-03,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KBNA,KDCA,760,2025-03,BNA,Nashville International Airport,Nashville,Tennessee,US,599,36.1245002747,-86.6781997681,America/Chicago,DCA,Ronald Reagan Washington National Airport,Washington,Virginia,US,15,38.8521003723,-77.0376968384,America/New_York
KBTF,KBWI,63,2025-03,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.8694000244,-111.927001953,America/Denver,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York
KDAL,KMIA,102,2025-03,DAL,Dallas Love Field,Dallas,Texas,US,487,32.8470993042,-96.8517990112,America/Chicago,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
KBTF,KMCO,108,2025-03,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.8694000244,-111.927001953,America/Denver,MCO,Orlando International Airport,Orlando,Florida,US,96,28.4293994904,-81.3089981079,America/New_York
KPHX,KRDU,105,2025-03,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
KDEN,KRDU,267,2025-03,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
KBWI,KHND,167,2025-03,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KFLL,KHOU,158,2025-03,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago
KMDW,KMIA,193,2025-03,MDW,Chicago Midway International Airport,Chicago,Illinois,US,620,41.7859992981,-87.7524032593,America/Chicago,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
KDEN,KLGA,628,2025-03,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver,LGA,La Guardia Airport,New York,New York,US,21,40.77719879,-73.87259674,America/New_York
KLAS,KMSP,330,2025-03,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,841,44.8819999695,-93.2218017578,America/Chicago
KAUS,KTPA,196,2025-03,AUS,Austin Bergstrom International Airport,Austin,Texas,US,542,30.1944999695,-97.6698989868,America/Chicago,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KHOU,KLGA,225,2025-03,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago,LGA,La Guardia Airport,New York,New York,US,21,40.77719879,-73.87259674,America/New_York
KBWI,KHOU,250,2025-03,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago
KMCO,KRDU,545,2025-03,MCO,Orlando International Airport,Orlando,Florida,US,96,28.4293994904,-81.3089981079,America/New_York,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
KDVT,KFFZ,124,2025-03,DVT,Phoenix Deer Valley Airport,Phoenix,Arizona,US,1478,33.6883010864,-112.083000183,America/Phoenix,MSC,Falcon Field,Mesa,Arizona,US,1394,33.4608001709,-111.7279968262,America/Phoenix
KFFZ,KHND,53,2025-03,MSC,Falcon Field,Mesa,Arizona,US,1394,33.4608001709,-111.7279968262,America/Phoenix,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KFLL,KHHR,391,2025-03,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles
KFLL,KSFO,195,2025-03,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KFLL,KHND,106,2025-03,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KFLL,KLAS,118,2025-03,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
KBOS,KLAS,191,2025-03,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
KJFK,KNZY,366,2025-03,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles
KHND,KJFK,302,2025-03,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York
CYVR,KJFK,57,2025-03,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York
KBOS,KHHR,630,2025-03,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,California,US,66,33.9227981567,-118.3349990845,America/Los_Angeles
KJFK,KLAS,375,2025-03,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles
KBOS,KHND,139,2025-03,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KBOS,KPHX,301,2025-03,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
KBTF,KSFO,344,2025-03,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.8694000244,-111.927001953,America/Denver,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KDAB,KIND,9,2025-03,DAB,Daytona Beach International Airport,Daytona Beach,Florida,US,34,29.1798992157,-81.0580978394,America/New_York,IND,Indianapolis International Airport,Indianapolis,Indiana,US,797,39.717300415,-86.2944030762,America/Indiana/Indianapolis
KBWI,KEWR,64,2025-03,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18,40.6925010681,-74.1687011719,America/New_York
KDFW,KIAD,351,2025-03,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,IAD,Washington Dulles International Airport,Dulles,Virginia,US,312,38.94449997,-77.45580292,America/New_York
KBWI,KDFW,275,2025-03,BWI,Baltimore/Washington International Thurgood Marshal Airport,Baltimore,Maryland,US,146,39.17539978,-76.66829681,America/New_York,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago
KDFW,KJFK,273,2025-03,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York
KMIA,KSLC,94,2025-03,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,4227,40.7883987427,-111.9779968262,America/Denver
KNZY,KNZY,877,2025-03,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles
CYVR,PHNL,229,2025-03,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.3187007904,-157.9219970703,Pacific/Honolulu
CYVR,KSNA,70,2025-03,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,SNA,John Wayne Airport-Orange County Airport,Santa Ana,California,US,56,33.67570114,-117.8679962,America/Los_Angeles
CYVR,MMUN,325,2025-03,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,CUN,Cancun International Airport,Cancun,Quintana-Roo,MX,22,21.0365009308,-86.8770980835,America/Cancun
CYYZ,KSFO,381,2025-03,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
CYYC,CYYZ,1156,2025-03,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto
CYUL,CYVR,323,2025-03,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,118,45.4706001282,-73.7407989502,America/Toronto,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver
CYVR,KMIA,55,2025-03,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
CYVR,KORD,127,2025-03,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago
CYVR,KPDX,280,2025-03,YVR,Vancouver International Airport,Vancouver,British Columbia,CA,14,49.193901062,-123.1839981079,America/Vancouver,PDX,Portland International Airport,Portland,Oregon,US,31,45.58869934,-122.5979996,America/Los_Angeles
CYYC,KSNA,63,2025-03,YYC,Calgary International Airport,Calgary,Alberta,CA,3557,51.113899231,-114.0199966431,America/Edmonton,SNA,John Wayne Airport-Orange County Airport,Santa Ana,California,US,56,33.67570114,-117.8679962,America/Los_Angeles
KSAT,KSAT,1073,2025-03,SAT,San Antonio International Airport,San Antonio,Texas,US,809,29.533700943,-98.4698028564,America/Chicago,SAT,San Antonio International Airport,San Antonio,Texas,US,809,29.533700943,-98.4698028564,America/Chicago
KHND,KHND,1443,2025-03,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
PHNL,PHNL,1973,2025-03,HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.3187007904,-157.9219970703,Pacific/Honolulu,HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.3187007904,-157.9219970703,Pacific/Honolulu
KORD,LIRF,73,2025-03,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
KATL,LIRF,80,2025-03,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,Georgia,US,1026,33.6366996765,-84.4281005859,America/New_York,FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome,Latium,IT,15,41.8045005798,12.2508001328,Europe/Rome
RJBB,ZBAA,84,2025-03,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
MMUN,MMUN,108,2025-03,CUN,Cancun International Airport,Cancun,Quintana-Roo,MX,22,21.0365009308,-86.8770980835,America/Cancun,CUN,Cancun International Airport,Cancun,Quintana-Roo,MX,22,21.0365009308,-86.8770980835,America/Cancun
KHOU,KRDU,72,2025-03,HOU,William P Hobby Airport,Houston,Texas,US,46,29.64539909,-95.27890015,America/Chicago,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
KSAT,MMUN,21,2025-03,SAT,San Antonio International Airport,San Antonio,Texas,US,809,29.533700943,-98.4698028564,America/Chicago,CUN,Cancun International Airport,Cancun,Quintana-Roo,MX,22,21.0365009308,-86.8770980835,America/Cancun
KDFW,LEMD,96,2025-03,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
KORD,LEMD,61,2025-03,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
LEMD,SBGR,282,2025-03,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid,GRU,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,Sao Paulo,BR,2459,-23.4355564117,-46.4730567932,America/Sao_Paulo
LEMD,LIMC,484,2025-03,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome
LFPG,OMDB,109,2025-03,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris,DXB,Dubai International Airport,Dubai,Dubai,AE,34,25.2527999878,55.3643989563,Asia/Dubai
KMIA,LFPG,48,2025-03,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris
KMIA,LFPB,101,2025-03,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris
LFPB,LFPG,51,2025-03,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris
LFPG,OEJN,100,2025-03,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris,JED,King Abdulaziz International Airport,Jeddah,Makkah,SA,48,21.679599762,39.15650177,Asia/Riyadh
KRDU,LFPG,10,2025-03,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris
LFPG,VTBS,49,2025-03,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
CYYZ,LFPG,36,2025-03,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris
CYYZ,LFPB,97,2025-03,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris
EBBR,EGCC,115,2025-03,BRU,Brussels Airport,Brussels,Flanders,BE,184,50.9014015198,4.4844398499,Europe/Brussels,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London
EDDF,EDDM,790,2025-03,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin
EDDM,SBGR,23,2025-03,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,GRU,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,Sao Paulo,BR,2459,-23.4355564117,-46.4730567932,America/Sao_Paulo
EDDB,EDDB,884,2025-03,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin
EGKK,EHAM,343,2025-03,LGW,London Gatwick Airport,London,England,GB,202,51.1481018066,-0.1902779937,Europe/London,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam
EGKK,LFPB,189,2025-03,LGW,London Gatwick Airport,London,England,GB,202,51.1481018066,-0.1902779937,Europe/London,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris
EGKK,LFPG,81,2025-03,LGW,London Gatwick Airport,London,England,GB,202,51.1481018066,-0.1902779937,Europe/London,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris
EDDB,EGKK,181,2025-03,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,LGW,London Gatwick Airport,London,England,GB,202,51.1481018066,-0.1902779937,Europe/London
EGKK,LIMC,470,2025-03,LGW,London Gatwick Airport,London,England,GB,202,51.1481018066,-0.1902779937,Europe/London,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome
EGSS,EGSS,1073,2025-03,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London
EGLL,LOWW,529,2025-03,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
EDDB,EGLL,400,2025-03,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London
EGLL,ENGM,446,2025-03,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo
EGLL,EKCH,625,2025-03,LHR,London Heathrow Airport,London,England,GB,83,51.4706001282,-0.4619410038,Europe/London,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,17,55.6179008484,12.6560001373,Europe/Copenhagen
EDDF,LOWW,719,2025-03,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
LOWW,VTBS,101,2025-03,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
KORD,LOWW,37,2025-03,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
LOWW,OEJN,39,2025-03,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,JED,King Abdulaziz International Airport,Jeddah,Makkah,SA,48,21.679599762,39.15650177,Asia/Riyadh
KEWR,LOWW,47,2025-03,EWR,Newark Liberty International Airport,Newark,New Jersey,US,18,40.6925010681,-74.1687011719,America/New_York,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
LFPB,LOWW,320,2025-03,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
LFPG,LOWW,171,2025-03,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna
ENGM,LFPB,210,2025-03,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris
LFPG,LPPT,160,2025-03,CDG,Charles de Gaulle International Airport,Paris,Ile-de-France,FR,392,49.0127983093,2.5499999523,Europe/Paris,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
LEBL,LEBL,522,2025-03,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid
EDDF,EHAM,716,2025-03,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam
EPWA,OMAA,7,2025-03,WAW,Warsaw Chopin Airport,Warsaw,Mazovia,PL,362,52.1656990051,20.9671001434,Europe/Warsaw,AUH,Abu Dhabi International Airport,Abu Dhabi,Abu-Dhabi,AE,88,24.4330005646,54.6511001587,Asia/Dubai
EPWA,ZBAA,21,2025-03,WAW,Warsaw Chopin Airport,Warsaw,Mazovia,PL,362,52.1656990051,20.9671001434,Europe/Warsaw,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
EDDF,ENGM,279,2025-03,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo
EBBR,EDDF,449,2025-03,BRU,Brussels Airport,Brussels,Flanders,BE,184,50.9014015198,4.4844398499,Europe/Brussels,FRA,Frankfurt am Main International Airport,Frankfurt-am-Main,Hesse,DE,364,50.0264015198,8.543129921,Europe/Berlin
ENGM,LPPT,65,2025-03,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
